Timestamp,TemperatureC,PressureBar,FlowRateLMin,TankLevelPercent
2026-06-09T08:08:00,68.32,4.94,117.89,64.04
2026-06-09T08:08:01,68.42,4.98,120.84,64.06
2026-06-09T08:08:02,68.54,4.95,120.43,64.09
2026-06-09T08:08:03,68.36,4.92,120.56,64.07
2026-06-09T08:08:04,68.43,4.88,121.61,64.08
2026-06-09T08:08:05,68.62,4.85,122.16,64.12
2026-06-09T08:08:06,68.43,4.9,122.72,64.09
2026-06-09T08:08:07,68.26,4.87,124.17,64.08
2026-06-09T08:08:08,68.3,4.91,126.68,64.08
2026-06-09T08:08:09,68.44,4.9,128.6,64.11
2026-06-09T08:08:10,68.63,4.91,131.19,64.11
2026-06-09T08:08:11,68.8,4.96,133.12,64.06
2026-06-09T08:08:12,68.79,4.91,131.11,64.08
2026-06-09T08:08:13,68.85,4.94,131.5,64.09
2026-06-09T08:08:14,69.01,4.93,130.17,64.12
2026-06-09T08:08:15,68.96,4.89,131.07,64.12
2026-06-09T08:08:16,69.04,4.91,132.14,64.14
2026-06-09T08:08:17,69.08,4.89,131.01,64.12
2026-06-09T08:08:18,69.24,4.87,131.62,64.11
2026-06-09T08:08:19,69.18,4.83,132.22,64.1
2026-06-09T08:08:20,69.27,4.78,135.17,64.14
2026-06-09T08:08:21,69.36,4.78,134.79,64.18
2026-06-09T08:08:22,69.41,4.82,133.83,64.2
2026-06-09T08:08:23,69.31,4.85,133.88,64.25
2026-06-09T08:08:24,69.14,4.84,133.06,64.24
2026-06-09T08:08:25,69.18,4.83,133.93,64.22
2026-06-09T08:08:26,69.09,4.87,134.15,64.19
2026-06-09T08:08:27,69.22,4.83,132.27,64.2
2026-06-09T08:08:28,69.39,4.88,134.2,64.24
2026-06-09T08:08:29,69.51,4.93,136.03,64.29
2026-06-09T08:08:30,69.61,4.94,135.39,64.32
2026-06-09T08:08:31,69.44,4.95,133.26,64.37
2026-06-09T08:08:32,69.24,4.93,132.73,64.35
2026-06-09T08:08:33,69.23,4.92,130.61,64.36
2026-06-09T08:08:34,69.26,4.94,132.75,64.41
2026-06-09T08:08:35,69.23,4.93,129.83,64.44
2026-06-09T08:08:36,69.14,4.92,131.04,64.39
2026-06-09T08:08:37,68.95,4.95,130.98,64.4
2026-06-09T08:08:38,69.13,4.9,132.44,64.37
2026-06-09T08:08:39,69.29,4.94,131.15,64.35
2026-06-09T08:08:40,69.37,4.96,129.18,64.37
2026-06-09T08:08:41,69.3,5.01,130.13,64.42
2026-06-09T08:08:42,69.5,4.99,131.02,64.4
2026-06-09T08:08:43,69.42,5.01,133.19,64.36
2026-06-09T08:08:44,69.22,5.02,130.94,64.34
2026-06-09T08:08:45,69.16,5.04,129.47,64.34
2026-06-09T08:08:46,69.26,5.0,131.75,64.32
2026-06-09T08:08:47,69.16,4.96,131.04,64.28
2026-06-09T08:08:48,69.17,4.94,129.2,64.27
2026-06-09T08:08:49,69.01,4.99,127.4,64.28
2026-06-09T08:08:50,68.93,5.0,129.76,64.28
2026-06-09T08:08:51,68.94,5.03,131.38,64.25
2026-06-09T08:08:52,68.85,5.05,133.65,64.25
2026-06-09T08:08:53,69.04,5.08,133.46,64.23
2026-06-09T08:08:54,69.1,5.04,132.44,64.22
2026-06-09T08:08:55,69.23,5.05,133.45,64.17
2026-06-09T08:08:56,69.13,5.08,132.86,64.12
2026-06-09T08:08:57,69.04,5.07,131.71,64.14
2026-06-09T08:08:58,68.92,5.12,131.19,64.17
2026-06-09T08:08:59,68.98,5.11,134.06,64.14
2026-06-09T08:09:00,68.81,5.08,136.18,64.1
2026-06-09T08:09:01,68.9,5.08,138.36,64.07
2026-06-09T08:09:02,68.96,5.04,136.94,64.02
2026-06-09T08:09:03,69.09,5.04,137.98,64.0
2026-06-09T08:09:04,69.05,5.06,135.11,63.96
2026-06-09T08:09:05,69.19,5.03,134.53,63.91
2026-06-09T08:09:06,69.32,5.03,131.95,63.91
2026-06-09T08:09:07,69.16,5.0,131.77,63.96
2026-06-09T08:09:08,69.2,5.02,132.56,64.01
2026-06-09T08:09:09,69.25,5.01,131.27,64.04
2026-06-09T08:09:10,69.44,4.98,133.85,63.99
2026-06-09T08:09:11,69.51,4.93,131.83,64.04
2026-06-09T08:09:12,69.5,4.94,133.1,64.08
2026-06-09T08:09:13,69.53,4.92,132.52,64.05
2026-06-09T08:09:14,69.45,4.91,129.77,64.01
2026-06-09T08:09:15,69.38,4.89,130.7,63.99
2026-06-09T08:09:16,69.22,4.84,132.92,64.0
2026-06-09T08:09:17,69.26,4.85,131.32,63.97
2026-06-09T08:09:18,69.31,4.85,132.83,63.98
2026-06-09T08:09:19,69.35,4.81,133.92,63.97
2026-06-09T08:09:20,69.5,4.84,133.03,63.98
2026-06-09T08:09:21,69.65,4.83,132.67,63.95
2026-06-09T08:09:22,69.59,4.79,133.0,63.91
2026-06-09T08:09:23,69.71,4.74,135.79,63.95
2026-06-09T08:09:24,69.75,4.77,132.9,63.98
2026-06-09T08:09:25,69.56,4.73,132.81,63.93
2026-06-09T08:09:26,69.71,4.72,135.16,63.89
2026-06-09T08:09:27,69.6,4.74,132.51,63.86
2026-06-09T08:09:28,69.64,4.71,131.69,63.89
2026-06-09T08:09:29,69.65,4.68,134.0,63.94
2026-06-09T08:09:30,69.72,4.66,136.53,63.9
2026-06-09T08:09:31,69.86,4.64,136.22,63.85
2026-06-09T08:09:32,69.85,4.59,139.13,63.89
2026-06-09T08:09:33,69.99,4.64,141.24,63.87
2026-06-09T08:09:34,70.16,4.6,141.33,63.87
2026-06-09T08:09:35,70.27,4.56,140.58,63.88
2026-06-09T08:09:36,70.12,4.55,141.76,63.87
2026-06-09T08:09:37,69.94,4.55,139.6,63.84
2026-06-09T08:09:38,69.74,4.52,138.08,63.81
2026-06-09T08:09:39,69.9,4.47,138.35,63.85
2026-06-09T08:09:40,69.87,4.47,136.67,63.9
2026-06-09T08:09:41,69.82,4.44,134.81,63.91
2026-06-09T08:09:42,69.95,4.47,133.99,63.93
2026-06-09T08:09:43,69.97,4.51,134.66,63.92
2026-06-09T08:09:44,69.95,4.56,135.83,63.89
2026-06-09T08:09:45,70.03,4.56,138.83,63.88
2026-06-09T08:09:46,70.12,4.54,140.94,63.83
2026-06-09T08:09:47,70.09,4.55,142.34,63.86
2026-06-09T08:09:48,70.14,4.54,142.77,63.89
2026-06-09T08:09:49,69.99,4.55,145.43,63.89
2026-06-09T08:09:50,69.88,4.52,142.68,63.92
2026-06-09T08:09:51,69.79,4.49,145.06,63.96
2026-06-09T08:09:52,69.73,4.48,146.55,63.93
2026-06-09T08:09:53,69.63,4.45,143.66,63.97
2026-06-09T08:09:54,69.78,4.42,141.5,63.99
2026-06-09T08:09:55,69.64,4.44,139.6,64.0
2026-06-09T08:09:56,69.67,4.48,142.31,63.97
2026-06-09T08:09:57,69.74,4.47,144.01,63.94
2026-06-09T08:09:58,69.66,4.46,146.67,63.97
2026-06-09T08:09:59,69.79,4.43,147.74,63.94
2026-06-09T08:10:00,69.73,4.46,148.82,63.95
2026-06-09T08:10:01,69.65,4.48,146.33,63.99
2026-06-09T08:10:02,69.71,4.53,148.68,63.99
2026-06-09T08:10:03,69.53,4.51,146.34,63.98
2026-06-09T08:10:04,69.35,4.47,148.16,63.96
2026-06-09T08:10:05,69.19,4.5,150.05,63.94
2026-06-09T08:10:06,69.01,4.48,147.64,63.95
2026-06-09T08:10:07,69.05,4.45,145.4,63.99
2026-06-09T08:10:08,68.99,4.49,146.37,64.03
2026-06-09T08:10:09,69.17,4.51,147.46,64.05
2026-06-09T08:10:10,69.27,4.5,145.89,64.02
2026-06-09T08:10:11,69.41,4.53,146.21,63.98
2026-06-09T08:10:12,69.4,4.5,145.18,63.98
2026-06-09T08:10:13,69.45,4.5,143.72,63.93
2026-06-09T08:10:14,69.29,4.5,142.02,63.94
2026-06-09T08:10:15,69.13,4.53,139.12,63.97
2026-06-09T08:10:16,69.24,4.57,141.1,63.97
2026-06-09T08:10:17,69.3,4.54,141.06,64.0
2026-06-09T08:10:18,69.11,4.56,140.54,64.0
2026-06-09T08:10:19,69.15,4.59,141.48,64.0
2026-06-09T08:10:20,69.06,4.64,138.53,64.0
2026-06-09T08:10:21,68.98,4.6,138.86,63.95
2026-06-09T08:10:22,68.81,4.61,139.45,64.0
2026-06-09T08:10:23,68.89,4.62,141.82,64.05
2026-06-09T08:10:24,69.09,4.63,143.49,64.0
2026-06-09T08:10:25,69.01,4.67,145.85,63.96
2026-06-09T08:10:26,68.86,4.72,146.8,63.96
2026-06-09T08:10:27,69.01,4.74,146.27,63.92
2026-06-09T08:10:28,69.0,4.7,143.46,63.92
2026-06-09T08:10:29,69.12,4.75,141.26,63.92
2026-06-09T08:10:30,69.19,4.74,142.64,63.95
2026-06-09T08:10:31,69.07,4.79,143.58,63.96
2026-06-09T08:10:32,69.27,4.83,142.59,63.96
2026-06-09T08:10:33,69.23,4.82,144.69,63.94
2026-06-09T08:10:34,69.2,4.84,147.23,63.99
2026-06-09T08:10:35,69.06,4.85,147.61,63.97
2026-06-09T08:10:36,68.87,4.88,148.87,63.95
2026-06-09T08:10:37,68.77,4.9,150.9,63.97
2026-06-09T08:10:38,68.87,4.86,152.15,63.96
2026-06-09T08:10:39,68.79,4.86,153.32,63.98
2026-06-09T08:10:40,68.62,4.86,151.28,64.02
2026-06-09T08:10:41,68.74,4.83,149.37,64.06
2026-06-09T08:10:42,68.72,4.8,146.59,64.03
2026-06-09T08:10:43,68.9,4.8,149.1,64.03
2026-06-09T08:10:44,69.06,4.78,150.82,64.01
2026-06-09T08:10:45,68.98,4.82,151.23,64.05
2026-06-09T08:10:46,68.95,4.77,149.28,64.03
2026-06-09T08:10:47,68.99,4.74,150.35,63.98
2026-06-09T08:10:48,68.96,4.74,147.38,64.03
2026-06-09T08:10:49,68.96,4.7,144.38,64.0
2026-06-09T08:10:50,68.83,4.68,145.57,64.0
2026-06-09T08:10:51,68.78,4.65,147.7,64.03
2026-06-09T08:10:52,68.7,4.64,146.99,64.05
2026-06-09T08:10:53,68.79,4.6,145.74,64.09
2026-06-09T08:10:54,68.8,4.58,143.32,64.06
2026-06-09T08:10:55,68.61,4.57,144.62,64.07
2026-06-09T08:10:56,68.5,4.6,141.78,64.04
2026-06-09T08:10:57,68.56,4.62,141.17,64.08
2026-06-09T08:10:58,68.52,4.61,139.07,64.05
2026-06-09T08:10:59,68.32,4.65,140.78,64.01
2026-06-09T08:11:00,68.19,4.7,140.28,64.05
2026-06-09T08:11:01,68.15,4.68,139.37,64.01
2026-06-09T08:11:02,68.24,4.72,140.16,64.0
2026-06-09T08:11:03,68.42,4.67,140.78,64.03
2026-06-09T08:11:04,68.47,4.69,139.67,64.08
2026-06-09T08:11:05,68.33,4.73,140.28,64.07
2026-06-09T08:11:06,68.25,4.75,138.59,64.03
2026-06-09T08:11:07,68.26,4.77,135.9,64.07
2026-06-09T08:11:08,68.16,4.75,135.52,64.05
2026-06-09T08:11:09,68.35,4.73,133.89,64.0
2026-06-09T08:11:10,68.47,4.76,132.8,64.01
2026-06-09T08:11:11,68.3,4.8,130.44,64.01
2026-06-09T08:11:12,68.2,4.81,131.37,64.05
2026-06-09T08:11:13,68.11,4.78,131.76,64.01
2026-06-09T08:11:14,67.95,4.8,134.57,64.02
2026-06-09T08:11:15,68.06,4.76,132.4,64.02
2026-06-09T08:11:16,68.12,4.76,130.9,64.05
2026-06-09T08:11:17,68.15,4.81,129.34,64.01
2026-06-09T08:11:18,68.33,4.83,129.91,64.0
2026-06-09T08:11:19,68.47,4.87,127.3,64.0
2026-06-09T08:11:20,68.3,4.87,129.21,63.97
2026-06-09T08:11:21,68.22,4.89,131.75,63.93
2026-06-09T08:11:22,68.26,4.85,130.25,63.89
2026-06-09T08:11:23,68.23,4.88,127.34,63.92
2026-06-09T08:11:24,68.2,4.86,128.38,63.92
2026-06-09T08:11:25,68.22,4.89,126.45,63.96
2026-06-09T08:11:26,68.27,4.89,124.42,63.92
2026-06-09T08:11:27,68.21,4.94,124.3,63.88
2026-06-09T08:11:28,68.06,4.98,123.92,63.91
2026-06-09T08:11:29,68.11,4.94,121.24,63.91
2026-06-09T08:11:30,68.07,4.92,119.9,63.94
2026-06-09T08:11:31,68.1,4.9,118.07,63.92
2026-06-09T08:11:32,68.24,4.93,116.44,63.93
2026-06-09T08:11:33,68.12,4.91,117.15,63.89
2026-06-09T08:11:34,68.32,4.96,118.65,63.84
2026-06-09T08:11:35,68.2,4.93,119.17,63.84
2026-06-09T08:11:36,68.19,4.89,118.88,63.88
2026-06-09T08:11:37,68.35,4.93,118.04,63.89
2026-06-09T08:11:38,68.18,4.92,116.05,63.87
2026-06-09T08:11:39,68.33,4.92,113.25,63.91
2026-06-09T08:11:40,68.45,4.88,115.73,63.89
2026-06-09T08:11:41,68.59,4.88,113.76,63.91
2026-06-09T08:11:42,68.52,4.84,114.72,63.96
2026-06-09T08:11:43,68.57,4.86,115.2,63.95
2026-06-09T08:11:44,68.65,4.83,112.61,63.94
2026-06-09T08:11:45,68.57,4.81,112.7,63.89
2026-06-09T08:11:46,68.47,4.81,111.85,63.9
2026-06-09T08:11:47,68.45,4.78,112.57,63.92
2026-06-09T08:11:48,68.28,4.77,110.13,63.88
2026-06-09T08:11:49,68.3,4.79,108.54,63.93
2026-06-09T08:11:50,68.19,4.8,106.83,63.89
2026-06-09T08:11:51,68.19,4.82,109.04,63.87
2026-06-09T08:11:52,68.24,4.85,109.29,63.91
2026-06-09T08:11:53,68.1,4.82,111.22,63.92
2026-06-09T08:11:54,68.28,4.87,113.07,63.89
2026-06-09T08:11:55,68.17,4.86,111.53,63.93
2026-06-09T08:11:56,68.3,4.82,111.63,63.93
2026-06-09T08:11:57,68.16,4.81,111.5,63.95
2026-06-09T08:11:58,68.1,4.77,111.35,63.91
2026-06-09T08:11:59,67.95,4.76,112.96,63.93
2026-06-09T08:12:00,67.91,4.81,113.32,63.98
2026-06-09T08:12:01,68.01,4.82,113.74,63.98
2026-06-09T08:12:02,68.01,4.78,116.3,63.97
2026-06-09T08:12:03,67.89,4.8,118.63,64.02
2026-06-09T08:12:04,67.91,4.84,116.4,64.03
2026-06-09T08:12:05,67.76,4.84,113.5,64.05
2026-06-09T08:12:06,67.84,4.81,110.87,64.01
2026-06-09T08:12:07,67.96,4.83,111.14,64.0
2026-06-09T08:12:08,68.09,4.87,113.01,63.99
2026-06-09T08:12:09,68.0,4.89,113.32,63.96
2026-06-09T08:12:10,67.99,4.92,114.36,64.01
2026-06-09T08:12:11,67.86,4.89,112.46,64.04
2026-06-09T08:12:12,67.97,4.89,111.13,64.02
2026-06-09T08:12:13,68.13,4.86,108.36,64.06
2026-06-09T08:12:14,68.03,4.82,107.4,64.04
2026-06-09T08:12:15,68.23,4.81,109.04,64.02
2026-06-09T08:12:16,68.33,4.82,108.28,64.04
2026-06-09T08:12:17,68.38,4.79,105.77,64.03
2026-06-09T08:12:18,68.32,4.77,106.68,64.01
2026-06-09T08:12:19,68.19,4.78,103.7,64.02
2026-06-09T08:12:20,68.19,4.76,100.71,63.98
2026-06-09T08:12:21,68.28,4.75,102.84,63.94
2026-06-09T08:12:22,68.32,4.73,102.48,63.98
2026-06-09T08:12:23,68.21,4.69,99.61,63.95
2026-06-09T08:12:24,68.11,4.67,101.79,63.97
2026-06-09T08:12:25,68.3,4.65,101.39,64.01
2026-06-09T08:12:26,68.1,4.68,99.1,64.05
2026-06-09T08:12:27,68.25,4.66,97.07,64.05
2026-06-09T08:12:28,68.24,4.71,96.43,64.02
2026-06-09T08:12:29,68.25,4.68,99.32,63.97
2026-06-09T08:12:30,68.44,4.68,97.91,64.0
2026-06-09T08:12:31,68.55,4.64,97.86,64.01
2026-06-09T08:12:32,68.56,4.61,97.46,64.01
2026-06-09T08:12:33,68.54,4.59,98.14,63.99
2026-06-09T08:12:34,68.54,4.54,97.08,64.0
2026-06-09T08:12:35,68.68,4.54,95.92,63.98
2026-06-09T08:12:36,68.84,4.56,94.81,64.02
2026-06-09T08:12:37,68.8,4.58,92.44,63.99
2026-06-09T08:12:38,68.8,4.59,95.02,64.03
2026-06-09T08:12:39,68.93,4.58,96.5,64.01
2026-06-09T08:12:40,69.09,4.54,95.96,64.04
2026-06-09T08:12:41,69.28,4.52,96.41,64.09
2026-06-09T08:12:42,69.31,4.48,98.87,64.14
2026-06-09T08:12:43,69.26,4.52,99.84,64.16
2026-06-09T08:12:44,69.33,4.57,102.01,64.13
2026-06-09T08:12:45,69.37,4.55,104.2,64.13
2026-06-09T08:12:46,69.47,4.51,105.12,64.09
2026-06-09T08:12:47,69.54,4.56,104.7,64.12
2026-06-09T08:12:48,69.59,4.59,104.59,64.08
2026-06-09T08:12:49,69.76,4.56,104.7,64.11
2026-06-09T08:12:50,69.81,4.52,104.14,64.09
2026-06-09T08:12:51,69.69,4.55,102.28,64.09
2026-06-09T08:12:52,69.59,4.59,102.86,64.13
2026-06-09T08:12:53,69.77,4.57,105.13,64.18
2026-06-09T08:12:54,69.79,4.53,107.93,64.22
2026-06-09T08:12:55,69.78,4.49,106.33,64.23
2026-06-09T08:12:56,69.69,4.47,108.64,64.21
2026-06-09T08:12:57,69.84,4.45,106.52,64.22
2026-06-09T08:12:58,69.65,4.47,109.03,64.23
2026-06-09T08:12:59,69.74,4.5,110.42,64.26
2026-06-09T08:13:00,69.76,4.48,112.88,64.29
2026-06-09T08:13:01,69.76,4.48,109.96,64.28
2026-06-09T08:13:02,69.69,4.5,107.83,64.32
2026-06-09T08:13:03,69.68,4.54,106.42,64.32
2026-06-09T08:13:04,69.64,4.52,105.7,64.33
2026-06-09T08:13:05,69.5,4.5,106.27,64.34
2026-06-09T08:13:06,69.6,4.52,106.56,64.36
2026-06-09T08:13:07,69.53,4.48,103.99,64.4
2026-06-09T08:13:08,69.71,4.48,101.68,64.42
2026-06-09T08:13:09,69.67,4.45,102.63,64.45
2026-06-09T08:13:10,69.69,4.41,100.6,64.5
2026-06-09T08:13:11,69.86,4.39,101.01,64.47
2026-06-09T08:13:12,69.73,4.41,101.18,64.47
2026-06-09T08:13:13,69.85,4.37,98.46,64.5
2026-06-09T08:13:14,69.89,4.39,96.23,64.5
2026-06-09T08:13:15,70.07,4.42,96.44,64.53
2026-06-09T08:13:16,70.01,4.39,96.51,64.5
2026-06-09T08:13:17,70.03,4.36,98.21,64.51
2026-06-09T08:13:18,69.87,4.4,99.84,64.54
2026-06-09T08:13:19,70.04,4.43,100.19,64.5
2026-06-09T08:13:20,70.04,4.42,100.26,64.47
2026-06-09T08:13:21,69.96,4.46,97.53,64.52
2026-06-09T08:13:22,70.05,4.46,98.59,64.49
2026-06-09T08:13:23,70.19,4.42,97.6,64.51
2026-06-09T08:13:24,70.32,4.45,98.82,64.47
2026-06-09T08:13:25,70.44,4.43,97.27,64.49
2026-06-09T08:13:26,70.4,4.44,96.69,64.52
2026-06-09T08:13:27,70.57,4.4,96.82,64.55
2026-06-09T08:13:28,70.48,4.36,99.58,64.55
2026-06-09T08:13:29,70.36,4.41,101.61,64.55
2026-06-09T08:13:30,70.33,4.38,102.22,64.51
2026-06-09T08:13:31,70.22,4.37,103.1,64.53
2026-06-09T08:13:32,70.24,4.33,103.04,64.55
2026-06-09T08:13:33,70.38,4.33,105.96,64.51
2026-06-09T08:13:34,70.53,4.35,106.94,64.53
2026-06-09T08:13:35,70.4,4.39,106.05,64.56
2026-06-09T08:13:36,70.52,4.37,107.22,64.56
2026-06-09T08:13:37,70.49,4.41,105.14,64.51
2026-06-09T08:13:38,70.34,4.42,103.46,64.48
2026-06-09T08:13:39,70.4,4.4,102.48,64.52
2026-06-09T08:13:40,70.46,4.39,99.91,64.54
2026-06-09T08:13:41,70.52,4.4,98.49,64.55
2026-06-09T08:13:42,70.55,4.45,96.89,64.51
2026-06-09T08:13:43,70.44,4.42,99.17,64.46
2026-06-09T08:13:44,70.51,4.45,97.36,64.5
2026-06-09T08:13:45,70.68,4.44,97.53,64.49
2026-06-09T08:13:46,70.78,4.46,95.74,64.44
2026-06-09T08:13:47,70.85,4.46,95.16,64.43
2026-06-09T08:13:48,70.9,4.49,93.19,64.46
2026-06-09T08:13:49,71.06,4.49,91.07,64.5
2026-06-09T08:13:50,71.18,4.47,89.83,64.47
2026-06-09T08:13:51,71.14,4.52,88.17,64.43
2026-06-09T08:13:52,71.21,4.53,88.56,64.38
2026-06-09T08:13:53,71.22,4.51,90.06,64.33
2026-06-09T08:13:54,71.06,4.56,91.87,64.34
2026-06-09T08:13:55,71.22,4.59,90.93,64.32
2026-06-09T08:13:56,71.22,4.56,93.44,64.37
2026-06-09T08:13:57,71.22,4.57,90.97,64.37
2026-06-09T08:13:58,71.14,4.52,88.12,64.39
2026-06-09T08:13:59,71.31,4.51,88.08,64.43
2026-06-09T08:14:00,71.12,4.53,87.46,64.39
2026-06-09T08:14:01,71.14,4.52,88.09,64.41
2026-06-09T08:14:02,70.94,4.54,85.24,64.38
2026-06-09T08:14:03,70.85,4.56,85.53,64.35
2026-06-09T08:14:04,70.7,4.59,86.23,64.32
2026-06-09T08:14:05,70.86,4.6,89.17,64.33
2026-06-09T08:14:06,70.84,4.58,91.99,64.29
2026-06-09T08:14:07,70.79,4.62,92.09,64.33
2026-06-09T08:14:08,70.72,4.6,90.97,64.31
2026-06-09T08:14:09,70.86,4.63,91.87,64.29
2026-06-09T08:14:10,70.82,4.6,92.36,64.26
2026-06-09T08:14:11,70.82,4.59,92.44,64.31
2026-06-09T08:14:12,70.92,4.61,93.99,64.32
2026-06-09T08:14:13,70.83,4.64,95.85,64.27
2026-06-09T08:14:14,70.99,4.66,96.14,64.23
2026-06-09T08:14:15,70.85,4.67,95.4,64.28
2026-06-09T08:14:16,70.77,4.64,93.59,64.25
2026-06-09T08:14:17,70.61,4.63,92.35,64.24
2026-06-09T08:14:18,70.51,4.58,95.28,64.21
2026-06-09T08:14:19,70.55,4.62,95.01,64.2
2026-06-09T08:14:20,70.45,4.63,93.81,64.24
2026-06-09T08:14:21,70.3,4.58,93.64,64.22
2026-06-09T08:14:22,70.1,4.55,93.45,64.24
2026-06-09T08:14:23,70.24,4.59,94.43,64.19
2026-06-09T08:14:24,70.27,4.61,95.46,64.18
2026-06-09T08:14:25,70.34,4.65,98.15,64.18
2026-06-09T08:14:26,70.16,4.69,99.52,64.16
2026-06-09T08:14:27,70.31,4.67,98.72,64.19
2026-06-09T08:14:28,70.27,4.67,100.32,64.16
2026-06-09T08:14:29,70.19,4.63,102.02,64.12
2026-06-09T08:14:30,70.03,4.63,102.87,64.07
2026-06-09T08:14:31,69.85,4.62,104.27,64.09
2026-06-09T08:14:32,69.74,4.62,102.8,64.09
2026-06-09T08:14:33,69.79,4.61,101.89,64.07
2026-06-09T08:14:34,69.91,4.65,102.22,64.07
2026-06-09T08:14:35,69.86,4.69,101.43,64.09
2026-06-09T08:14:36,69.77,4.67,101.62,64.1
2026-06-09T08:14:37,69.77,4.66,104.0,64.12
2026-06-09T08:14:38,69.91,4.64,103.96,64.16
2026-06-09T08:14:39,70.04,4.65,104.63,64.11
2026-06-09T08:14:40,70.17,4.63,104.26,64.13
2026-06-09T08:14:41,70.07,4.67,101.75,64.12
2026-06-09T08:14:42,69.98,4.71,99.73,64.16
2026-06-09T08:14:43,69.82,4.66,98.76,64.11
2026-06-09T08:14:44,69.89,4.69,97.73,64.09
2026-06-09T08:14:45,69.92,4.67,99.38,64.14
2026-06-09T08:14:46,69.77,4.7,99.38,64.18
2026-06-09T08:14:47,69.58,4.67,97.4,64.21
2026-06-09T08:14:48,69.77,4.71,98.07,64.23
2026-06-09T08:14:49,69.66,4.73,96.65,64.23
2026-06-09T08:14:50,69.52,4.77,96.25,64.28
2026-06-09T08:14:51,69.7,4.72,94.9,64.29
2026-06-09T08:14:52,69.82,4.74,92.21,64.25
2026-06-09T08:14:53,69.98,4.73,92.17,64.22
2026-06-09T08:14:54,69.84,4.72,89.91,64.19
2026-06-09T08:14:55,69.7,4.72,90.49,64.15
2026-06-09T08:14:56,69.85,4.76,92.01,64.18
2026-06-09T08:14:57,69.89,4.76,91.01,64.18
2026-06-09T08:14:58,70.02,4.78,93.87,64.15
2026-06-09T08:14:59,70.1,4.73,95.2,64.12
2026-06-09T08:15:00,69.96,4.77,96.34,64.15
2026-06-09T08:15:01,69.78,4.74,97.89,64.12
2026-06-09T08:15:02,69.91,4.72,97.03,64.12
2026-06-09T08:15:03,69.83,4.74,98.57,64.16
2026-06-09T08:15:04,69.79,4.76,98.56,64.14
2026-06-09T08:15:05,69.88,4.75,97.67,64.11
2026-06-09T08:15:06,69.98,4.77,99.14,64.13
2026-06-09T08:15:07,69.91,4.8,98.26,64.11
2026-06-09T08:15:08,70.06,4.81,96.21,64.09
2026-06-09T08:15:09,70.07,4.79,93.62,64.06
2026-06-09T08:15:10,69.98,4.84,94.45,64.02
2026-06-09T08:15:11,70.16,4.83,96.56,64.02
2026-06-09T08:15:12,70.25,4.85,94.77,63.99
2026-06-09T08:15:13,70.07,4.87,94.22,64.02
2026-06-09T08:15:14,70.19,4.85,95.12,64.04
2026-06-09T08:15:15,70.39,4.85,93.16,64.08
2026-06-09T08:15:16,70.51,4.85,91.53,64.11
2026-06-09T08:15:17,70.46,4.8,92.33,64.06
2026-06-09T08:15:18,70.44,4.77,92.76,64.09
2026-06-09T08:15:19,70.56,4.72,91.87,64.06
2026-06-09T08:15:20,70.57,4.69,89.15,64.05
2026-06-09T08:15:21,70.49,4.74,86.43,64.0
2026-06-09T08:15:22,70.42,4.71,86.25,64.04
2026-06-09T08:15:23,70.62,4.73,88.25,64.05
2026-06-09T08:15:24,70.5,4.69,88.64,64.09
2026-06-09T08:15:25,70.43,4.64,91.05,64.06
2026-06-09T08:15:26,70.45,4.6,89.57,64.06
2026-06-09T08:15:27,70.36,4.59,89.77,64.08
2026-06-09T08:15:28,70.29,4.55,91.33,64.1
2026-06-09T08:15:29,70.4,4.54,90.41,64.09
2026-06-09T08:15:30,70.58,4.58,87.55,64.04
2026-06-09T08:15:31,70.75,4.61,88.79,64.05
2026-06-09T08:15:32,70.91,4.61,86.79,64.09
2026-06-09T08:15:33,70.82,4.58,86.55,64.08
2026-06-09T08:15:34,70.98,4.56,85.53,64.05
2026-06-09T08:15:35,70.83,4.56,84.38,64.0
2026-06-09T08:15:36,70.87,4.58,82.35,64.01
2026-06-09T08:15:37,71.03,4.6,80.4,64.03
2026-06-09T08:15:38,70.85,4.58,80,64.0
2026-06-09T08:15:39,70.99,4.6,80,63.97
2026-06-09T08:15:40,70.88,4.63,82.2,63.97
2026-06-09T08:15:41,70.71,4.63,80.7,63.98
2026-06-09T08:15:42,70.74,4.62,80.47,63.97
2026-06-09T08:15:43,70.71,4.65,80,63.93
2026-06-09T08:15:44,70.72,4.67,81.88,63.92
2026-06-09T08:15:45,70.91,4.66,80.92,63.89
2026-06-09T08:15:46,70.87,4.66,80,63.86
2026-06-09T08:15:47,70.83,4.63,81.71,63.85
2026-06-09T08:15:48,70.67,4.65,80,63.81
2026-06-09T08:15:49,70.69,4.69,80,63.85
2026-06-09T08:15:50,70.62,4.68,80,63.85
2026-06-09T08:15:51,70.54,4.63,81.0,63.87
2026-06-09T08:15:52,70.7,4.61,83.81,63.91
2026-06-09T08:15:53,70.53,4.57,82.27,63.92
2026-06-09T08:15:54,70.39,4.53,84.45,63.89
2026-06-09T08:15:55,70.46,4.55,83.15,63.85
2026-06-09T08:15:56,70.49,4.54,84.09,63.88
2026-06-09T08:15:57,70.43,4.54,81.78,63.83
2026-06-09T08:15:58,70.31,4.57,83.75,63.82
2026-06-09T08:15:59,70.27,4.54,85.37,63.86
2026-06-09T08:16:00,70.19,4.58,86.55,63.83
